,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
405,Tyrese Maxey,PG,23,PHI,65,65,37.5,9.0,20.1,.445,3.0,8.1,.374,5.9,12.0,.493,.520,4.7,5.4,.864,0.5,3.2,3.7,6.2,1.0,0.5,1.7,2.1,25.6,2024,19.5,.569,.401,.271,1.5,9.5,5.4,26.8,1.3,1.2,7.1,27.9,5.2,1.8,7.0,.138,3.9,-1.2,2.7,2.9
338,Tyus Jones,PG,27,WAS,66,66,29.3,4.9,10.1,.489,1.6,3.9,.414,3.3,6.2,.537,.569,0.5,0.6,.800,0.3,2.4,2.7,7.3,1.1,0.3,1.0,0.7,12.0,2024,16.5,.578,.384,.060,1.1,9.0,5.0,34.7,1.7,0.8,8.8,16.3,3.8,0.7,4.5,.112,1.5,-0.9,0.6,1.3
22,Udoka Azubuike,C,24,PHO,14,0,7.6,1.1,1.6,.727,0.0,0.0,,1.1,1.6,.727,.727,0.2,0.8,.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5,2024,13.6,.652,.000,.500,12.3,21.0,16.9,3.8,0.5,5.0,13.0,12.5,0.1,0.1,0.3,.120,-2.4,0.0,-2.5,0.0
215,Usman Garuba,PF,21,GSW,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2024,6.1,.000,.000,.000,13.5,0.0,6.7,13.8,6.0,0.0,0.0,5.2,0.0,0.0,0.0,.072,-6.5,3.5,-2.9,0.0
426,Vasilije Micić,PG,30,CHO,52,13,18.5,2.6,5.8,.447,0.6,2.3,.277,1.9,3.5,.558,.502,1.0,1.2,.823,0.2,1.1,1.3,3.9,0.5,0.1,1.6,1.0,6.8,2024,10.8,.538,.397,.207,1.2,6.8,4.0,29.6,1.3,0.6,20.2,18.6,0.0,0.4,0.4,.020,-2.5,-1.9,-4.3,-0.6
675,Victor Wembanyama,C,20,SAS,65,65,29.2,7.6,16.3,.468,1.7,5.2,.324,5.9,11.0,.537,.520,4.1,5.1,.796,2.3,8.2,10.5,3.6,1.2,3.4,3.6,2.2,21.0,2024,22.9,.567,.322,.315,8.4,31.0,19.5,20.4,2.0,9.8,16.3,32.0,-0.7,3.8,3.1,.079,1.6,3.0,4.6,3.2
696,Vince Williams Jr.,SG,23,MEM,52,33,27.6,3.3,7.3,.446,1.5,4.0,.378,1.7,3.3,.529,.550,2.0,2.5,.800,1.1,4.4,5.6,3.4,0.9,0.7,1.8,2.6,10.0,2024,12.8,.597,.551,.343,4.3,18.3,11.1,18.1,1.6,2.2,17.4,15.8,1.0,1.7,2.8,.093,-1.7,1.0,-0.7,0.5
352,Vit Krejci,PG,23,ATL,13,11,25.3,2.2,4.5,.475,1.1,2.8,.378,1.1,1.7,.636,.593,0.3,0.4,.800,0.5,1.5,2.0,2.3,0.5,0.5,0.8,2.4,5.7,2024,7.5,.605,.627,.085,1.9,6.9,4.3,11.3,1.0,1.6,15.2,9.1,0.3,0.1,0.3,.047,-4.0,-0.4,-4.4,-0.2
344,Walker Kessler,C,22,UTA,62,20,23.4,3.6,5.5,.654,0.1,0.3,.211,3.5,5.2,.680,.660,0.9,1.5,.602,2.6,5.0,7.6,0.9,0.5,2.4,1.1,2.0,8.2,2024,17.9,.662,.056,.273,12.3,23.4,17.9,5.4,1.0,9.2,14.7,12.9,2.2,1.7,4.0,.132,-0.5,1.3,0.8,1.0
118,Wendell Carter Jr.,C,24,ORL,46,40,25.8,4.1,7.7,.527,1.1,2.9,.373,3.0,4.8,.620,.597,1.8,2.6,.689,2.0,4.9,6.9,1.7,0.6,0.5,1.3,2.1,11.0,2024,15.6,.621,.377,.335,9.2,22.3,15.7,9.7,1.1,1.9,12.7,17.1,1.8,1.8,3.6,.144,0.3,0.3,0.6,0.8
451,Wendell Moore Jr.,SG,22,MIN,19,0,2.8,0.3,0.6,.455,0.0,0.2,.000,0.3,0.4,.714,.455,0.0,0.0,,0.0,0.4,0.4,0.1,0.3,0.1,0.2,0.2,0.5,2024,6.7,.455,.364,.000,0.0,14.3,7.5,5.0,4.7,1.7,21.4,11.7,-0.1,0.1,0.0,.029,-7.6,4.7,-2.9,0.0
206,Wenyen Gabriel,PF,26,MEM,5,0,16.2,1.6,4.4,.364,0.2,1.2,.167,1.4,3.2,.438,.386,0.0,1.0,.000,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,2024,2.3,.351,.273,.227,9.1,25.3,16.9,5.3,1.2,2.3,24.8,17.1,-0.3,0.1,-0.2,-0.123,-10.7,-2.0,-12.6,-0.2
404,Wesley Matthews,SG,37,ATL,32,3,11.8,0.9,2.6,.345,0.7,2.0,.365,0.2,0.7,.286,.482,0.5,0.7,.727,0.3,1.3,1.6,0.7,0.4,0.3,0.3,1.2,3.0,2024,8.1,.518,.750,.262,2.2,12.8,7.3,6.8,1.8,2.6,7.9,11.2,0.2,0.2,0.4,.050,-3.0,0.2,-2.8,-0.1
449,Xavier Moon,SG,29,LAC,9,0,4.1,0.6,1.6,.357,0.0,0.6,.000,0.6,1.0,.556,.357,0.1,0.2,.500,0.2,0.3,0.6,0.8,0.1,0.1,0.4,0.4,1.2,2024,5.2,.370,.357,.143,6.4,8.9,7.7,25.2,1.3,2.4,21.2,22.4,-0.1,0.0,-0.1,-0.110,-6.9,-2.5,-9.4,-0.1
630,Xavier Tillman Sr.,C-PF,25,BOS,46,14,19.1,2.3,5.4,.421,0.3,1.5,.214,1.9,3.8,.503,.451,0.5,1.0,.447,1.4,2.8,4.2,1.5,1.0,0.9,0.7,1.5,5.3,2024,11.7,.456,.283,.190,8.0,16.4,12.1,11.2,2.6,4.2,10.7,14.7,-0.3,1.4,1.1,.060,-3.5,1.9,-1.7,0.1
669,Yuta Watanabe,SF,29,MEM,34,0,13.6,1.2,3.4,.353,0.7,2.5,.294,0.5,0.9,.516,.461,0.3,0.5,.588,0.3,1.3,1.6,0.4,0.4,0.2,0.6,1.1,3.4,2024,4.7,.474,.733,.147,2.8,10.0,6.5,4.2,1.3,1.3,13.3,13.3,-0.5,0.4,-0.1,-0.011,-5.3,-1.2,-6.5,-0.5
133,Zach Collins,C,26,SAS,61,27,22.4,4.2,8.8,.480,0.8,2.6,.304,3.4,6.1,.556,.526,1.7,2.3,.741,1.7,3.5,5.1,2.9,0.5,0.7,2.0,3.1,11.0,2024,13.5,.559,.301,.267,8.0,17.1,12.5,18.8,1.1,2.7,16.7,22.1,0.1,1.2,1.2,.044,-2.5,-0.3,-2.8,-0.3
357,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,2024,15.1,.578,.449,.274,1.0,15.8,8.3,17.0,1.2,0.9,11.0,23.9,0.8,0.7,1.4,.078,0.8,-0.7,0.1,0.5
476,Zeke Nnaji,PF,23,DEN,53,0,9.8,1.2,2.6,.449,0.1,0.4,.238,1.1,2.2,.487,.467,0.8,1.1,.712,1.1,1.0,2.1,0.6,0.2,0.7,0.5,1.4,3.2,2024,12.4,.522,.154,.434,12.7,11.2,11.9,7.2,1.2,6.1,14.3,15.8,0.3,0.7,1.0,.091,-3.9,0.1,-3.8,-0.2
697,Ziaire Williams,SF,22,MEM,51,15,20.4,2.9,7.4,.397,1.1,3.7,.307,1.8,3.7,.487,.474,1.2,1.5,.827,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2,2024,9.3,.511,.500,.198,3.6,15.9,9.5,11.1,1.7,0.8,13.8,19.8,-0.9,1.1,0.2,.008,-4.1,-0.4,-4.5,-0.7
698,Zion Williamson,PF,23,NOP,62,62,31.1,8.9,15.2,.586,0.1,0.2,.357,8.8,15.0,.589,.589,4.9,6.9,.702,1.7,4.1,5.8,5.0,1.0,0.6,2.7,2.3,22.8,2024,23.2,.624,.015,.456,6.3,14.3,10.4,26.8,1.5,1.9,12.9,29.2,4.6,2.5,7.1,.177,3.7,0.6,4.4,3.1
